name_id,name,note
ags,Alban G. Smith,"Alban G. Smith of Danville, Kentucky, pioneer of spinal surgery: https://books.google.co.uk/books?id=J7zUDPDWiSoC&pg=PA138&lpg=PA138&dq=Alban+G.+Smith&source=bl&ots=tEgAfDbsaT&sig=ACfU3U1NYpem2C1txGlaeUtl6-3t6Uoiyg&hl=en&sa=X&ved=2ahUKEwjQjtG7jPDoAhVPY8AKHfS8DRoQ6AEwA3oECAsQKQ#v=onepage&q=Alban%20G.%20Smith&f=false"
agthompson,Dr A. G. Thompson,
ajackson,Andrew Jackson,Andrew Jackson (1767-1845): https://en.wikipedia.org/wiki/Andrew_Jackson
ajr,Antonio José Rademaker,"An Antonio José Rademaker, presumably the same person, was general consul of Brasil in Belgium from the 1820s onwards"
akourakin,Alexander Kourakin,
alcdestutt,Antoine Louis Claude Destut,"Antoine Louis Claude Destutt, comte de Tracy (20 July 1754 – 9 March 1836): https://en.wikipedia.org/wiki/Antoine_Destutt_de_Tracy"
alhillhouse,Augustus Lucas Hillhouse,"Augustus Lucas Hillhouse, translator of Michaux's The North American Sylva (Paris 1810, 1819 and Philadelphia 1841): https://www.biodiversitylibrary.org/item/197415#page/7/mode/1up"
alsmain,Dr Austin L. S. Main,
alwilson,Alexander Wilson,
alyle,Mr Alexander Lyle,
amdj,Alexandre Moreau de Jonnès,"Alexandre Moreau de Jonnes (1778-1870), French military explorer and official, in charge of Statistiques Generales de France: https://fr.wikipedia.org/wiki/Alexandre_Moreau_de_Jonn%C3%A8s"
amdr,Alexis-Marie de Rochon,"Alexis-Marie de Rochon (1741-1817), French astronomer, physicist and traveler: https://fr.wikipedia.org/wiki/Alexis-Marie_de_Rochon"
amo,Anthony Morris,"Anthony Morris (1766-1860), son of Samuel morris (1734-1812) and Rebecca Wistar; Philadelphia lawyer, merchant and legislator who married into the Pemberton family and became speaker of https://snaccooperative.org/ark:/99166/w6377krq"
amontmorency,"Anne III Charles, Duke of Montmorency","Anne III Charles, Duke of Montmorency (1768–1846)"
anb,Anne 'Nancy' Brown,"Wife of James Brown, American Minister to France"
annbiddle,Ann Mullanphy Biddle,"Ann Mullanphy Biddle (1800-1846), widow (m. 1823) of Major Thomas Biddle (1790-1831): https://www.wikitree.com/wiki/Mullanphy-10 ; she devoted her life to philanthropy and ‘funded many charitable institutions in her lifetime, including the Visitation Convent. the Girls' Orphan Asylum, the Biddle Foundling Asylum, the Lying-in Hospital, and the Widows' Home’ (Katharine T. Corbett, in Her Place: A Guide to St. Louis Women's History, Missouri History Museum, 1999, p. 64.)"
annelee,Mrs Anne Lee,
apor,Alexander Porter,"Alexander Porter (1785-1844), Supreme Court Justice, politician and planter who emigrated from Ireland in 1801, a few years after the execution of his father Rev James Porter. Warden grew up with Porter in Greyabbey, County Down, Ireland: https://en.wikipedia.org/wiki/Alexander_Porter"
arthompson,A R. Thompson,
astevens,Dr Alexander Hogdon Stevens,Dr Alexander Hogdon Stevens (1789-1869): https://en.wikipedia.org/wiki/Alexander_Hodgdon_Stevens
atocqueville,Alexis de Tocqueville,"Alexis de Tocqueville (1805-1859), French aristocrat, diplomat, political scientist and historian: https://en.wikipedia.org/wiki/Alexis_de_Tocqueville"
avail,Aaron Vail,"Aaron Vail (1755-1813) of Philadelphia, United States Consul in L’Orient, France (1790-1813) and an associate of John Fitch in the steamboat enterprise. His widow was denied money expended by him in the discharge of his consular duties and was pursued by his heirs to six successive congresses with a final favourable report on 13 April 1842: https://www.genealogy.com/ftm/v/a/i/Robert-S-Vail-iii/GENE1-0019.html"
avivien,Alexandre Vivien,
awalker,Alexander Walker,
awclason,A W Clason,
bagould,B A Gould,
mrgould,Mr Gould,
baronlaincy,Baron Laincy,
baronlumey,Baron Lumey,
baronvonhammer,Baron Von Hammer,
bboisge,Miss Bonnaffe Boisgerard,
bcon,Benjamin Constant,writer and politician Benjamin Constant (1767-1830) who may have been the father of Mme de Stael’s daughter Albertine.
bdf,Baron de Ferussac,"Pascal Joseph François d'Audebard, Baron de Ferussac, editor of the Bulletin des Sciences (est. 1823)"
bdpusis,Beresigor de Pusiser,
benjsilliman,Benjamin Silliman,
bffrench,Benjamin F. French,
bfpeale,Benjamin Franklin Peale,"Benjamin Franklin Peale (1795-1870), employee of the Philadelphia Mint and son of painter Charles Wilson Peale . He was sent to Paris by the Mint to study coining techniques: https://www.geni.com/people/Franklin-Peale/6000000000029801246"
bfrank,Benjamin Franklin,Benjamin Franklin: https://www.britannica.com/biography/Benjamin-Franklin
bgdlacepede,Bernard-Germain-Étienne de La Ville-sur-Illon,"Bernard-Germain-Étienne de La Ville-sur-Illon, comte de Lacépède or La Cépède: https://en.wikipedia.org/wiki/Bernard_Germain_de_Lac%C3%A9p%C3%A8de"
bhasgills,Benjamin Hasgills,
bhenry,Bernard Henry,"Bernard Henry (1783-1863) of Savannah, Consul at Gibraltar: https://www.findagrave.com/memorial/73920827/bernard-henry"
bhol,Bartholomew Holmes,
birvin,B. Irvine,
blawrence,B Lawrence,
blgrange,Bouillon la Grange,
bme,Balthazard-Marie Émérigon,Balthazard-Marie Émérigon (1716-1784): https://fr.wikipedia.org/wiki/Balthazard-Marie_%C3%89m%C3%A9rigon
bmitch,B Mitchell,
bnbyrne,Dr B. N. Byrne,
bom,Barry O’Meara,"Barry O’Meara (1786-1836), Irish surgeon to Napoleon Bonaparte who accompanied the deposed Emperor to St Helena: https://en.wikipedia.org/wiki/Barry_O%27Meara"
bpeirce,Benjamin Peirce,"Benjamin Peirce (1809-1880), Harvard graduate and professor from 1831, friends with Henry Ingersoll Bowditch, the son of Professor Nathaniel Bowditch; editor of the fourth volume of Bowditch’s translation of LaPlace’s Traité de mécanique celeste: http://mathshistory.st-andrews.ac.uk/Biographies/Peirce_Benjamin.html"
bpierce,B Pierce,
bppoore,Benjamin Perley Poore,"Benjamin Perley Poore (1820–1887) was a prominent American newspaper correspondent, editor, and author in the mid-19th century. One of the most popular and prolific journalists of his era, he was an active partisan for the Whig and Republican parties. https://en.wikipedia.org/wiki/Benjamin_Perley_Poore"
brcdl,Baron Roger Charles de Larcy,"Baron Roger Charles de Larcy (1805-1882), lawyer and French politician: https://fr.wikipedia.org/wiki/Roger_de_Larcy"
brong,Mr Brongniart,
brwood,Bradford Ripley Wood,"Bradford Ripley Wood (1800-1889), a U.S. Representative from New York: https://en.wikipedia.org/wiki/Bradford_R._Wood"
bsbarton,Benjamin Smith Barton,"Benjamin Smith Barton (1766-1815), medical botanist and vice-president of the American Philosophical Society: https://en.wikipedia.org/wiki/Benjamin_Smith_Barton"
bsbernard,Baron Simon Bernard,"Baron Simon Bernard (1779–1839) was a French general of engineers. He was exiled to America where he designed many military forts, hosting Lafayette’s trip in 1824. During his time in America, he was a member of the prestigious Columbian Institute for the Promotion of Arts and Sciences . He returned to France in 1830 following the July Revolution and was restored to high office, including Minister of War from 1834: https://en.wikipedia.org/wiki/Simon_Bernard"
bsmith,Dr B Smith,
bst,Bartholomew Stricht,"Bartholomew Stricht (d. 1849): barrister and correspondent of the London magazines – including the Gentlemen’s Magazine – at Paris, Spain and Italy (Gentleman's Magazine 32 (1849): 327): https://books.google.co.uk/books?id=SbNOAQAAMAAJ&pg=PA327&lpg=PA327&dq=%5BBartholomew+Stricht+american+paris&source=bl&ots=u0luwmn_y3&sig=ACfU3U08ltulFbYG9NZWFvoPEa65az30lA&hl=en&sa=X&ved=2ahUKEwijm6yV0-roAhWHIMAKHXZFDksQ6AEwAHoECAwQKQ#v=onepage&q=%5BBartholomew%20Stricht%20american%20paris&f=false"
bwrichards,B.W. Richards,"B.W. Richards, President of the Danville and Pottsville Railroad Company who built one of Philadelphia’s earliest railroads under chief engineer Moncure Robinson (1802-1891): (See Memorial of the President and Managers of the Danville and Pottsville Rail Road Company, to the City Councils, with the Report of the Chief Engineer ( Philadelphia, 1835); also Report of the President and Managers of the Danville and Pottsville Railroad Company to the Stockholders, January, 1839 [Philadelphia: Jos. And William Kite, 1839]); B. W. Richards was possibly also President of the Girard Life Insurance and Trust Company of Philadelphia."
byron,Lord Byron,
cahbrooks,Madame Charlotte A. H. Brooks,
calcope,Caleb Frederick Cope,"Caleb Frederick Cope (1797-1888), prominent Philadelphia merchant, married Josephine Porter; their son Porter Farquharson Cope (1869-1950) became a chemistry professor: http://dla.library.upenn.edu/dla/pacscl/detail.html?id=PACSCL_HAVERFORD_HC1222USPHC"
calesueur,Charles Alexander LeSueur,Charles Alexander LeSueur (1778-1846): https://en.wikipedia.org/wiki/Charles_Alexandre_Lesueur
captartoun,Captain Artoun,
captcorrie,Captain Corrie,
capthawkins,Captain Hawkins,
captmaran,Captain Maran,
captrockett,Captain Rockett,
captwatkins,Captain Watkins,
cathwheaton,Mrs Catherine Wheaton,
caw,Charles Athanase Walckenaer,"Charles Athanase baron Walckenaer (1771-1852), French civil servant and scientist: https://en.wikipedia.org/wiki/Charles_Athanase_Walckenaer and author of Historie de la vie et des Poesies d’Horace (Paris: Michaud 1841)"
cbolton,Mr C Bolton,
cbotta,Charles Botta,
cbrush,Charles Brush,
ccarroll,Charles Carroll,Charles Carroll of Carollton (1737-1832): https://en.wikipedia.org/wiki/Charles_Carroll_of_Carrollton
ccarter,Dr Charles Carter,
ccbarreto,José Feliciano de Castilho Barreto e Noronha,"José Feliciano de Castilho Barreto e Noronha (1810-1879), a Portuguese journalist, writer and lawyer, co-author of Traité du consulat (1839): https://pt.wikipedia.org/wiki/Jos%C3%A9_Feliciano_de_Castilho_Barreto_e_Noronha"
ccharper,Charles Carrol Harper,"Charles Carrol Harper, Secretary of Legation"
ccjamison,Caecilius Coudon Jamison,"Caecilius Coudon Jamison (1790-1863), a veteran of the War of 1812 who became cashier of the Bank of Baltimore in 1841: https://www.findagrave.com/memorial/79280878/caecilius-coudon-jamison"
ccoquerel,Charles Coquerel,
cdc,Cadwallader D. Colden,"Cadwallader D. Colden (1796-1834), author of the biography of The Life of Robert Fulton…(1817): https://catalog.hathitrust.org/Record/001623740"
cdsc,C de St C,
cdu,Charles Dupin,"Likely Charles Dupin (1784-1873), mathematicians, economist and politician who was a surveyor and outstanding naval engineer: https://fr.wikipedia.org/wiki/Charles_Dupin but odd that Tone should describe him as ‘young’."
ceanderson,Charles E. Anderson,
cebertrand,C.E. Bertrand,
cecdm,Charles Étienne Coquebert de Montbret,"Charles Etienne Coquebert de Montbret (July 3, 1755,Paris - April 9, 1831 , Paris): http://data.bnf.fr/12447869/charles-etienne_coquebert_de_montbret/; consul of France in Hamburg under the Ancien Régime and became, after the Revolution, professor of mining statistics at the Ecole des Mines : https://fr.wikipedia.org/wiki/Charles_Coquebert_de_Montbret"
cej,Charles Ellet Jr.,"Charles Ellet Jr. (1810-1862), engineer: https://en.wikipedia.org/wiki/Charles_Ellet_Jr. ; Ellet’s papers are held at the University of Michigan: https://quod.lib.umich.edu/s/sclead/umich-scl-ellet?view=text"
celendley,Charles E Lendley,
cescoville,Charles Elliot Scoville,Charles Elliot Scoville (1810-1859): https://www.findagrave.com/memorial/107230818/charles-eliot-scoville
cfobrar,Charles Fobrar,
cfwinslow,Dr Charles Frederick Winslow,"Dr Charles Frederick Winslow (1811-1877), physician, diplomat, author and scientist of early atomic theory; graduate of Harvard Medical School in 1834: https://en.wikipedia.org/wiki/Charles_F._Winslow"
cgchilds,Cephas G. Childs,Cephas G. Childs (1793-1871): one of the foremost engravers in Philadelphia including portraits of Washington and Lafayette; he had a voyage in Europe in 1831 where he sustained lifelong injuries: https://digital.librarycompany.org/islandora/object/digitool:78982
cgstanley,Catherine van Gassbeek Stanley,"Catherine van Gassbeek Stanley (1780-1860): https://www.findagrave.com/memorial/113326707/catherine-stanley , descendant of an old Dutch family Ten Broeck of Kingston, NY (where Warden held his first post in America); wife of Martin Stanley (1778-1861): https://www.findagrave.com/memorial/113326687/martin-stanley"
chacramer,Charles Cramer,"Charles Cramer, US Vice-Consul to Russia and correspondent of the American Philosophical Society (Eufrosina Dvoichenko-Markov, ‘The American Philosophical Society and Early Russian-American Relations’. Proceedings of the American Philosophical Society, 94, (1950), pp. 549-610 (p. 595): https://www.jstor.org/stable/3143595 )"
chawest,Dr Charles West,
chbarnet,Charles Barnet,
chbeck,Dr Charles H. Beck,
chking,Charles King,
cjbresson,"Charles-Joseph, comte Bresson","Charles-Joseph, comte Bresson (1798-1847), French diplomat: https://en.wikipedia.org/wiki/Charles_Joseph,_comte_Bresson"
cji,Charles Jared Ingersoll,"Charles Jared Ingersoll (1782-1862), lawyer, Democratic Congressman for Pennsylvania and member of the American Philosophical Society: https://en.wikipedia.org/wiki/Charles_Jared_Ingersoll"
cjjackson,Charles J Jackson,
claustin,Charles L Austin,
cmchilde,Catherine Mildred Lee,"Catherine Mildred Lee (1811-1856), daughter of General ""light Horse Harry"" Lee: https://ancestors.familysearch.org/en/LJG7-2W6/catharine-mildred-lee-1811-1856"
cmdtalleyrand,Charles Maurice de Talleyrand-Périgord,Charles Maurice de Talleyrand-Périgord: https://en.wikipedia.org/wiki/Charles_Maurice_de_Talleyrand-P%C3%A9rigord
cmersch,Charles Mersch,
cmorgan,Sir Charles Morgan,
colabert,Colonel Abert,
colberthemy,Colonel Berthemy,
coljjambler,John Ambler,"John Ambler (1762-1836), father of John Jaquelin Ambler"
collingwood,Col Lingwood,
colwatson,Colonel Watson,
cparker,Charles Parker,
cpdaly,Charles Patrick Daly,"Charles Patrick Daly (1816-1899), American legislator and President of the Court of Common Pleas (NY) and President of the American Geographical Society: https://en.wikipedia.org/wiki/Charles_P._Daly"
cpdlds,Charles Philibert de Lasteryrie du Saillant,"Charles Philibert de Lasteryrie du Saillant (1759-1849), French agronomist, philanthropist and lithographer. His son Ferdinand Charles Leon de Lasteyrie de Saillant (b. 1810) became scholar and French politician and member of the Academy of Inscriptions and belles-lettres."
cperkins,Dr Cyrus Perkins,
cpw,Campbell Patrick White,"Campbell Patrick White (1787-1856): https://bioguideretro.congress.gov/Home/MemberDetails?memIndex=W000358 Like James White, CP White writes left-handed"
csa,Catherine Sampson,Catherine Sampson (1798-1864) married William Tone but the latter died soon after in 1828. They had one daughter Grace Georgiana Tone (1827-1900).
csjackson,Charles S. Jackson,
csmith,Dr Charles Smith,
csrafinesque,Constantine Samuel Rafinesque,"Constantine Samuel Rafinesque (1783-1840), polymath: zoologist, botanist, writer and polyglot: https://en.wikipedia.org/wiki/Constantine_Samuel_Rafinesque"
css,Charles Storer Storrow,Charles Storer Storrow (1809-1904): https://www.geni.com/people/Charles-Storrow/6000000022079028659
cst,Colonel Sylvanus Thayer,"Colonel Sylvanus Thayer (1785-1872), U.S. Military educator and Superintendent of West Point who had visited DBW in Paris and introduced him to others. An early advocate of engineering education: https://en.wikipedia.org/wiki/Sylvanus_Thayer"
csu,Charles Sumner,"Charles Sumner (1811-1874), would become a well-known US Senator from MA; he was protegee of Joseph Story (1779-1845) and sought election for his mentor on 31 Mar 1840 (MdHS)."
ctbrooks,Charles Timothy Brooks,"Likely Charles Timothy Brooks (1813-1883), translator of German works, poet and Transcendentalists: https://en.wikipedia.org/wiki/Charles_Timothy_Brooks"
ctjackson,Charles Thomas Jackson,"Charles Thomas Jackson (1805-1880), physician and scientist active in the new state geological movement as State geologist of Maine, Rhode Island and New Hampshire: https://en.wikipedia.org/wiki/Charles_Thomas_Jackson"
cwalker,Dr Charles Walker,
cwpennock,Dr Caspar Wistar Pennock,"Dr Caspar Wistar Pennock (1799-1867) was a Philadelphia physician who corresponded with Warden from 1835. The (Caspar Wistar) Pennock papers, 1829-1891, 1829-1891 are held at American Philosophical Society. He had his silhouette taken by Auguste Edouart, 1788 - 1861: http://www.omnia.ie/index.php?navigation_function=2&navigation_item=42281e3434c99531693b6a6fdfe06140&repid=2"
cwr,Camilla Wright,"Camilla Wright, sister of Frances Wright (later D’Arusmont) (1795-1852): http://www4.wlv.ac.uk/btw/authors/1163"
daa,Domenico Alberto Azuni,"Most likely Italian jurist Domenico Alberto Azuni (1749-1827), author of Origine et Progres du Droit de la Legislation maritime, 8 vols., (Paris, 1810): https://en.wikipedia.org/wiki/Domenico_Alberto_Azuni. See Chisholm, Hugh, ed. (1911). "" Azuni, Domenico Alberto "". Encyclopædia Britannica . 8 (11th ed.). Cambridge University Press. p. 86."
das,Dr Adam Seybert,"Dr Adam Seybert (1773-1823), Congressman from Pennsylvania, chemist and mineralogist, mentioned by Samuel Lathan Mitchill in a letter of 1819: https://en.wikipedia.org/wiki/Adam_Seybert"
davidhume,David Hume,
daw,Dr Alfred Wagstaff,"Dr Alfred Wagstaff (1804-1878), a wealthy New York physician and graduate of Columbia Medical School: https://patch.com/new-york/westislip/the-history-of-west-islip-part-iii"
dbw,David Baillie Warden,"David Baillie Warden was an American diplomat, author, and book-collector born in 1772 at Bally Castle, County Down, Ireland and died on 9 October 1845 in Paris, France. He received an M.A. from the University of Glasgow, Glasgow, Scotland in 1797. In May 1797 he was licensed to preach by the Presbytery of Bangor, Scotland. In 1799 he emigrated to the United States of America. From 1801 to 1804 he was the Principal tutor at Kingston Academy, Ulster County, N.Y. In 1804 he became an American citizen, and became private secretary to John Armstrong, US minister to France. In 1808 Designated consul pro tempore. From 1810 to 1814 he was Consul at Paris, France, and agent for prize cases. In 1816 he wrote the Chorographical and Statistical Description of the District of Columbia. In 1819 he published A Statistical, Political and Historical Account of the United States of America. In 1820 he published Bibliotheca America Septentirionalis. In 1831 he published Bibliotheca Americana: https://en.wikipedia.org/wiki/David_Baillie_Warden"
dcbrent,Daniel Carroll Brent,"Daniel Carroll Brent (1770-1848), US politician and successor to John Graham as Chief Clerk for the United States Department of State and later in 1833 US Consul to Paris: https://en.wikipedia.org/wiki/Daniel_Brent"
dcfb,Dr Charles Frederick Beck,"Dr Charles Frederick Beck, Philadelphia scientist who became a member of the American Philosophical Society in 1845. He exhibited his compound microscope by London manufacturers Powell and Lealand (Proceedings of the American Philosophical Society held at Philadelphia for Promoting Useful Knowledge (Phil.: American Philosophical Society, 1843), p. 138."
dcharvey,Daniel Carroll Harvey,"Dr Daniel Carroll Harvey (d. 1843 aged 30), Graduate of the University of Pennsylvania in Medicine (1835) with specialization in Acute hepatitis: https://www.findagrave.com/memorial/72808400/daniel-carroll-harvey"
dcporter,Mr D C Porter,
ddb,D. D. Bernard,"D.D. Bernard was formerly a member of Congress and now District Attorney of Albany (American Masonic Record, and Albany Saturday Magazine 3 (1830), New York: E.B. Child, p.383): https://books.google.co.uk/books?id=LFpJAAAAYAAJ&pg=PA383&lpg=PA383&dq=D.D.+Bernard+member+of+congress+albany+district+attorney+1830&source=bl&ots=nuKUc0O9z5&sig=ACfU3U0k_xHP5oyA4doGpx_SmVimjJTmSg&hl=en&sa=X&ved=2ahUKEwii_Iz6--_oAhX5QhUIHdMQCj8Q6AEwAHoECAsQKQ#v=onepage&q=D.D.%20Bernard%20member%20of%20congress%20albany%20district%20attorney%201830&f=false"
ddt,Daniel D. Thompkins,"Daniel D. Thompkins (1774-1825), Vice President of the US from 1817-1825: https://www.senate.gov/about/officers-staff/vice-president/VP_Daniel_Tompkins.htm. ‘The Tompkinsville section of Staten Island was named after him; in 1815, Tompkins established a settlement along the eastern shore of the island with the purchase of the Van Buskirk Farm in New Brighton and property on Grymes Hill . His main residence was located on Fort Hill, near Fort Place which burned down in 1874’ ( https://en.wikipedia.org/wiki/Daniel_D._Tompkins)"
dei,Dr Eli Ives,Dr Eli Ives (1779-1861): https://en.wikipedia.org/wiki/Eli_Ives ; Chair of Material Medica and Botany at Yale University: https://doi.org/10.1002/jps.3080200720
dendelany,Dr Dennis Delaney,"Dr Dennis Delaney (1797-1845), medic from MD."
denolmsted,Denison Olmsted,"Denison Olmsted (June 18, 1791 – May 13, 1859) was an American physicist and astronomer. Professor Olmsted is credited with giving birth to meteor science after the 1833 Leonid meteor shower over North America spurred him to study this phenomenon: https://en.wikipedia.org/wiki/Denison_Olmsted"
dfcovroy,Don Francisco Covroy,
dfgoudie,D. Francis Goudie,
dfkenner,Duncan Farrar Kenner,"Duncan Farrar Kenner (1813-1887), Louisiana Congressman from Louisiana and future chief diplomat from the Confederate States to Europe https://en.wikipedia.org/wiki/Duncan_F._Kenner"
dgardner,Daniel Gardner,
dgsb,Dr Gunning S Bedford,"Dr Gunning S Bedford (1806-1870), obstetrician: https://doi.org/10.1258/jmb.2007.007035"
dhos,David Hosack,
dhpotter,Rev. Dr H. Potter,
dhtucker,Dr David Hunter Tucker,Dr David Hunter Tucker (1815-1871): https://www.findagrave.com/memorial/93518181/david-hunter-tucker
ditj,"Dr Isaiah Townsend, Jr.","Dr Isaiah Townsend Jr. (1813-1859) of Albany, nephew of John Townsend (1783-1854), a constant correspondent until Warden’s death in 1845. His own letters until 1848 are found in the MdHS collection, suggested he had an interest in Warden’s estate, possibly his executor."
djc,Dr John Crawford,"Dr John Crawford, friend of Warden (See Crawford to Warden, 6 Feb 1810 MdHS) an Irish immigrant who settled in Baltimore on the advice of his brother-in-law John McDonnell, a wealthy merchant: http://www.rememberingbaltimore.net/2017/10/eliza-crawford-anderson-godefroy-1780.html"
djmc,Dr Joseph M Cloud,"Dr Joseph M Cloud was a writer for the Farmer's Cabinet publication, resident in Chester County, Philadelphia"
djmccord,Colonel David J. McCord,"Col. David J. McCord, head of the Columbia branch of the Bank of South Carolina. A drawing of an oak by Mary McCord (possibly a relative) was presented to Alexander Humboldt in Berlin. (See Francis Liever, The Miscellaneous Writings I: Reminiscences, Addresses, and Essays, ed. Daniel L. Gilman (Philadelphia and London: J. J. Lippincott, 1880), p. 394."
djs,Dr John Skinner,"Dr John Skinner (1788-1851), lawyer, agricultural reformer and Postmaster General of Baltimore (1816-1849): https://en.wikipedia.org/wiki/John_Stuart_Skinner"
dkmouri,D K Mourier,
dmahan,Lieutenant Dennis Mahan,
dog,David Ogilvy,"David Ogilvy, Lord Airlie, Earl of Airdrie (1785 –1849), of Cortachy Castle, Kirriemore, Angus: https://en.wikipedia.org/wiki/David_Ogilvy,_9th_Earl_of_Airlie"
drackerly,Dr Ackerly,
drakerly,Dr Akerly,
dranderson,Dr Anderson,Brother of Charles E Anderson
drarnold,Dr Arnold,
dravery,Dr Avery,
drbarbier,Dr Barbier,
drbarclay,Dr Barclay,
drbull,Dr Bull,
drburney,Dr Burney,
drcalwell,Rev Dr Calwell,
drcarroll,Dr Carroll,
drcher,Dr Cher,
drcross,Dr Cross,
